"","CD_C1_H.Gene","CD_C1_H.CD_C1_H","CD_C2_H.CD_C2_H","CD_C3_H.CD_C3_H","CD_HS1_H.CD_HS1_H","CD_HS2_H.CD_HS2_H","CD_HS3_H.CD_HS3_H"
"20191","MMUT",57,4173,75,35,59,186
"20192","MN1",0,257,0,0,3,1
"20193","MNAT1",28,661,25,14,18,27
"20194","MND1",3,280,1,6,11,60
"20195","MNS1",0,0,0,0,0,0
"20196","MNT",0,0,0,0,0,0
"20197","MNX1",0,0,0,0,0,0
"20198","MOB1A",5,693,31,0,5,24
"20199","MOB1B",0,653,5,0,0,3
"20200","MOB2",14,1490,21,28,21,54
"20201","MOB3A",0,72,0,0,1,1
"20202","MOB3B",0,82,0,1,2,0
"20203","MOB3C",2,354,0,0,4,0
"20204","MOCOS",0,260,0,0,0,16
"20205","MOCS1",0,540,2,19,0,8
"20206","MOCS3",0,0,0,0,0,0
"20207","MOGAT1",5,316,0,0,3,0
"20208","MOGAT2",0,0,0,0,0,0
"20209","MOGS",0,49,2,0,0,12
"20210","MOK",0,171,0,10,0,0
"20211","MON1A",0,270,0,28,0,4
"20212","MON2",2,192,0,0,5,6
"20213","MORC1",0,0,0,0,0,0
"20214","MORC2",1,832,0,14,22,88
"20215","MORC3",5,719,7,34,16,10
"20216","MORC4",1,488,0,0,0,9
"20217","MORF4L1",0,0,0,0,0,0
"20218","MORN1",11,975,0,9,5,50
"20219","MORN2",0,0,0,0,0,0
"20220","MORN3",0,0,0,0,0,0
"20221","MORN4",0,143,0,0,1,4
"20222","MORN5",0,0,0,0,0,0
"20223","MOS",0,0,0,0,0,0
"20224","MOSMO",0,0,0,0,0,0
"20225","MOSPD1",0,80,0,0,7,5
"20226","MOSPD2",4,572,0,0,0,6
"20227","MOV10",0,1,0,0,0,0
"20228","MOV10L1",0,0,0,0,0,0
"20229","MOXD1",0,238,0,0,7,5
"20230","MPC1",13,3012,16,122,36,47
"20231","MPC2",3,1075,11,11,12,19
"20232","MPDZ",10,1448,16,3,17,34
"20233","MPEG1",0,0,0,0,4,0
"20234","MPG",0,0,0,0,0,0
"20235","MPHOSPH10",0,0,0,0,0,0
"20236","MPHOSPH6",7,620,20,10,0,32
"20237","MPHOSPH8",16,2270,43,102,19,153
"20238","MPHOSPH9",4,215,8,0,0,7
"20239","MPI",0,53,0,0,0,0
"20240","MPL",0,6,0,0,0,2
"20241","MPND",1,49,0,0,7,0
"20242","MPP1",4,574,25,0,11,24
"20243","MPP2",0,0,0,0,0,0
"20244","MPP3",0,136,0,12,3,5
"20245","MPP4",0,0,0,0,0,0
"20246","MPP7",0,174,0,0,0,0
"20247","MPPE1",0,259,0,0,0,6
"20248","MPPED1",0,51,2,0,2,0
"20249","MPPED2",10,205,0,0,4,4
"20250","MPST",14,120,0,4,2,0
"20251","MPV17",1,29,0,0,0,0
"20252","MPV17L",0,0,0,0,0,0
"20253","MPV17L2",3,223,6,0,0,8
"20254","MPZ",0,0,0,0,0,0
"20255","MPZL1",0,371,0,0,7,27
"20256","MPZL2",0,0,0,0,0,0
"20257","MRAP2",0,48,0,0,0,1
"20258","MRAS",0,0,0,0,0,0
"20259","MRC2",5,391,0,24,3,13
"20260","MRE11",6,648,7,11,0,39
"20261","MREG",0,0,0,0,0,0
"20262","MRI1",0,0,0,0,0,0
"20263","MRM1",0,0,0,0,0,3
"20264","MRM2",0,0,0,0,0,0
"20265","MRM3",0,0,0,0,0,0
"20266","MROH1",5,833,34,5,17,12
"20267","MROH6",0,1,0,0,0,0
"20268","MROH7",0,0,0,0,0,0
"20269","MRPL1",1,281,11,0,14,4
"20270","MRPL10",12,919,1,6,15,72
"20271","MRPL11",2,337,0,1,1,18
"20272","MRPL12",5,1843,17,63,15,133
"20273","MRPL13",31,1202,20,63,15,71
"20274","MRPL14",8,286,10,2,4,24
"20275","MRPL15",10,1195,11,58,11,24
"20276","MRPL16",10,935,8,33,12,53
"20277","MRPL17",6,718,19,0,9,30
"20278","MRPL18",3,956,8,21,15,44
"20279","MRPL19",25,2721,4,24,45,123
"20280","MRPL2",6,1546,5,14,13,57
"20281","MRPL20",0,0,0,0,0,0
"20282","MRPL21",6,1168,24,15,8,65
"20283","MRPL22",2,251,20,11,2,24
"20284","MRPL23",7,1149,3,13,13,32
"20285","MRPL24",24,4352,25,52,31,227
"20286","MRPL27",1,224,0,0,5,12
"20287","MRPL28",0,0,0,0,0,0
"20288","MRPL3",2,570,0,0,5,30
"20289","MRPL30",9,224,12,0,3,13
"20290","MRPL32",9,1194,8,69,7,29
"20291","MRPL33",5,341,0,0,8,2
"20292","MRPL34",3,513,6,15,0,26
"20293","MRPL35",0,154,0,0,2,3
"20294","MRPL37",0,396,0,41,6,12
"20295","MRPL39",8,290,13,11,19,36
"20296","MRPL4",0,0,0,0,0,0
"20297","MRPL40",11,977,10,0,38,79
"20298","MRPL41",8,307,0,0,0,20
"20299","MRPL42",27,2069,44,70,63,113
"20300","MRPL43",3,438,1,17,14,66
"20301","MRPL44",4,609,31,58,3,7
"20302","MRPL45",1,294,4,0,1,18
"20303","MRPL46",0,0,0,0,0,0
"20304","MRPL47",3,227,0,26,8,15
"20305","MRPL48",8,330,1,0,1,13
"20306","MRPL49",0,305,1,0,0,9
"20307","MRPL50",4,309,20,0,9,31
"20308","MRPL51",15,1176,2,25,5,45
"20309","MRPL52",0,0,0,0,0,0
"20310","MRPL53",7,809,10,101,16,14
"20311","MRPL54",4,603,38,8,14,23
"20312","MRPL55",13,1105,15,53,33,108
"20313","MRPL57",1,692,18,12,10,59
"20314","MRPL58",8,1216,35,45,14,45
"20315","MRPL9",12,670,14,0,8,20
"20316","MRPS10",4,196,0,25,1,7
"20317","MRPS11",0,0,0,0,0,0
"20318","MRPS12",0,0,0,0,0,0
"20319","MRPS14",7,268,0,9,9,22
"20320","MRPS15",0,0,0,0,0,0
"20321","MRPS16",0,0,0,0,0,0
"20322","MRPS17",0,0,0,0,0,0
"20323","MRPS18A",1,445,0,1,4,52
"20324","MRPS18B",34,2928,40,86,23,162
"20325","MRPS18C",4,480,8,0,4,14
"20326","MRPS2",1,834,10,4,11,17
"20327","MRPS21",12,428,5,0,8,41
"20328","MRPS22",7,1046,35,0,20,46
"20329","MRPS23",0,0,0,0,0,0
"20330","MRPS25",23,1546,11,81,25,69
"20331","MRPS26",16,1207,19,0,34,136
"20332","MRPS27",15,2027,12,43,23,74
"20333","MRPS30",6,587,0,0,2,27
"20334","MRPS31",6,1410,26,5,22,85
"20335","MRPS33",8,869,2,25,10,33
"20336","MRPS34",0,55,0,0,1,2
"20337","MRPS35",18,838,0,16,14,28
"20338","MRPS36",10,588,15,37,20,61
"20339","MRPS5",18,1455,6,38,32,85
"20340","MRPS6",2,99,0,0,0,9
"20341","MRPS7",6,970,0,26,33,56
"20342","MRPS9",8,956,1,34,25,27
"20343","MRRF",6,207,8,0,6,16
"20344","MRS2",2,517,7,8,9,15
"20345","MRTFA",5,502,14,0,6,40
"20346","MRTFB",0,30,0,0,0,2
"20347","MRTO4",0,0,0,0,0,0
"20348","MS4A1",0,0,0,0,0,0
"20349","MSANTD1",0,0,0,0,0,0
"20350","MSANTD2",0,0,0,0,0,0
"20351","MSANTD3",0,50,0,0,0,2
"20352","MSANTD4",10,648,12,7,12,28
"20353","MSC",2,196,0,1,0,4
"20354","MSGN1",0,0,0,0,0,0
"20355","MSH2",3,830,0,22,9,15
"20356","MSH3",1,428,7,0,10,19
"20357","MSH4",0,1,0,0,0,0
"20358","MSH5",0,0,0,0,0,0
"20359","MSH6",9,952,7,13,11,28
"20360","MSI1",2,533,2,12,1,6
"20361","MSI2",0,246,10,3,0,15
"20362","MSL1",6,1208,0,14,24,55
"20363","MSL2",0,204,0,0,1,6
"20364","MSL3",6,1168,12,17,20,45
"20365","MSMO1",0,90,0,0,2,0
"20366","MSN",68,11584,175,136,196,500
"20367","MSR1",0,0,0,0,0,0
"20368","MSRA",0,75,0,0,0,0
"20369","MSRB1",0,106,0,0,0,0
"20370","MSRB2",0,0,0,0,0,0
"20371","MSRB3",41,6433,40,49,60,190
"20372","MSS51",0,0,0,0,0,0
"20373","MST1",0,0,0,2,0,0
"20374","MST1R",0,0,0,0,0,3
"20375","MSTN",0,0,0,0,0,0
"20376","MSTO1",0,297,0,0,5,11
"20377","MSX1",0,0,0,0,0,0
"20378","MSX2",0,0,0,0,0,0
"20379","MTA1",1,281,0,0,0,10
"20380","MTA2",10,1491,24,40,23,37
"20381","MTA3",0,126,0,0,0,3
"20382","MTARC2",0,489,6,0,14,13
"20383","MTCH1",0,0,0,0,0,0
"20384","MTCH2",24,2670,10,110,31,181
"20385","MTCL1",4,365,0,45,2,13
"20386","MTCP1",0,61,0,0,3,0
"20387","MTDH",19,3188,44,83,46,108
"20388","MTERF1",1,1,0,0,0,0
"20389","MTERF2",4,532,3,22,2,17
"20390","MTERF3",8,413,0,0,9,11
"20391","MTERF4",1,229,0,0,2,35
"20392","MTF1",3,209,0,0,0,8
"20393","MTF2",0,156,8,0,1,2
"20394","MTFMT",0,0,0,0,0,0
"20395","MTFP1",18,1532,0,42,20,28
"20396","MTFR1",0,669,6,0,17,32
"20397","MTFR1L",0,0,0,0,0,0
"20398","MTFR2",0,105,2,10,5,8
"20399","MTG1",8,713,0,0,7,14
"20400","MTG2",0,0,0,0,0,0
"20401","MTHFD1",24,908,31,42,11,90
"20402","MTHFD1L",14,2068,24,0,30,52
"20403","MTHFD2",0,120,26,6,6,17
"20404","MTHFD2L",0,40,0,0,0,0
"20405","MTHFR",0,25,0,0,0,9
"20406","MTHFS",0,0,0,0,0,0
"20407","MTHFSD",5,441,0,0,3,30
"20408","MTIF2",12,2585,37,38,40,73
"20409","MTIF3",4,112,13,0,4,3
"20410","MTLN",1,924,1,0,5,3
"20411","MTM1",0,168,0,0,0,2
"20412","MTMR1",8,925,0,6,8,32
"20413","MTMR10",0,0,0,0,0,0
"20414","MTMR11",0,84,12,0,2,1
"20415","MTMR12",6,582,0,21,1,15
"20416","MTMR14",5,826,2,1,2,6
"20417","MTMR2",6,374,9,21,0,20
"20418","MTMR3",0,460,17,17,10,27
"20419","MTMR4",0,0,0,0,0,0
"20420","MTMR6",0,104,2,0,2,19
"20421","MTMR7",0,13,0,0,0,0
"20422","MTMR8",0,295,1,0,0,6
"20423","MTMR9",0,193,0,0,3,2
"20424","MTNR1A",0,0,0,0,0,0
"20425","MTNR1B",0,0,0,0,0,0
"20426","MTO1",5,949,21,22,0,34
"20427","MTOR",0,0,0,0,0,3
"20428","MTPN",20,2044,13,34,10,31
"20429","MTR",6,743,0,0,1,16
"20430","MTRES1",15,1556,0,76,12,97
"20431","MTREX",7,471,8,24,14,27
"20432","MTRF1",0,321,24,17,3,5
"20433","MTRF1L",2,605,0,2,11,16
"20434","MTRFR",10,1344,3,28,12,40
"20435","MTRR",1,504,0,3,0,26
"20436","MTSS1",2,1517,6,12,14,33
"20437","MTSS2",9,1994,30,33,12,55
"20438","MTURN",13,2252,22,9,37,66
"20439","MTUS1",1,918,1,14,5,15
"20440","MTUS2",0,0,0,0,0,0
"20441","MTX1",8,390,5,8,6,14
"20442","MTX2",0,24,0,0,0,0
"20443","MTX3",0,87,13,0,2,0
"20444","MUC13",0,0,0,0,0,0
"20445","MUC15",0,0,0,0,0,0
"20446","MUC2",0,0,0,0,0,0
"20447","MUC22",0,17,1,0,0,2
"20448","MUC4",0,0,0,1,0,0
"20449","MUC5AC",0,0,0,0,0,1
"20450","MUC6",0,0,0,0,0,0
"20451","MUL1",0,0,0,0,0,0
"20452","MUS81",4,660,7,0,3,16
"20453","MUSK",0,215,0,0,0,0
"20454","MUTYH",0,475,0,0,0,5
"20455","MVB12A",0,51,8,0,0,0
"20456","MVB12B",5,950,27,14,12,45
"20457","MVD",5,23,16,0,0,2
"20458","MVK",14,1015,26,24,4,15
"20459","MXD1",7,871,28,38,8,35
"20460","MXD4",3,768,31,4,12,19
"20461","MXI1",1,166,0,0,2,15
"20462","MXRA5",3,385,10,0,0,2
"20463","MXRA7",39,2663,11,72,71,175
"20464","MXRA8",0,0,0,0,0,0
"20465","MYADM",0,0,0,0,0,0
"20466","MYADML2",0,0,2,0,0,0
"20467","MYB",3,0,0,0,0,0
"20468","MYBBP1A",1,132,0,0,0,9
"20469","MYBL1",0,146,0,0,1,6
"20470","MYBL2",0,0,0,0,0,0
"20471","MYBPC1",0,0,55,0,0,0
"20472","MYBPC3",1006,155353,1362,1344,1787,5141
"20473","MYBPH",0,0,0,0,0,0
"20474","MYC",0,217,0,0,5,13
"20475","MYCBP2",9,1427,21,23,12,65
"20476","MYCL",0,0,0,0,0,0
"20477","MYCN",0,255,6,0,4,7
"20478","MYCT1",0,0,0,0,0,0
"20479","MYD88",0,197,1,0,4,15
"20480","MYDGF",13,594,0,18,4,16
"20481","MYEF2",0,0,0,0,0,0
"20482","MYF5",0,0,1,0,0,0
"20483","MYF6",0,0,0,0,0,0
"20484","MYG1",0,0,0,0,0,0
"20485","MYH10",56,8115,209,164,102,293
"20486","MYH11",25,3740,41,12,40,70
"20487","MYH15",10775,1212544,10484,13818,13171,49334
"20488","MYH7B",0,0,0,0,0,0
"20489","MYH9",80,5989,122,163,66,340
"20490","MYL1",0,0,0,0,0,0
"20491","MYL10",0,0,0,0,0,0
"20492","MYL12B",141,14740,144,283,225,776
"20493","MYL2",0,55,67,0,0,0
"20494","MYL3",1263,118560,1297,1977,1931,5187
"20495","MYL4",2020,184873,1866,3485,2772,10086
"20496","MYL5",2,38,0,13,9,14
"20497","MYL7",1329,114041,1357,1909,1720,4671
"20498","MYL9",0,0,0,0,0,0
"20499","MYLK",0,0,0,0,0,0
"20500","MYLK2",0,0,0,0,0,0
"20501","MYLK3",29,5777,39,78,69,222
"20502","MYLK4",22,1202,1,38,39,13
"20503","MYLPF",0,0,388,0,0,3
"20504","MYMK",0,0,0,0,0,0
"20505","MYNN",0,183,0,0,4,6
"20506","MYO10",0,8,7,0,0,1
"20507","MYO15A",9,653,4,17,2,14
"20508","MYO15B",0,0,0,0,0,1
"20509","MYO16",0,141,0,0,0,6
"20510","MYO18A",0,0,0,0,0,0
"20511","MYO18B",88,9106,63,109,131,342
"20512","MYO19",0,0,0,0,0,0
"20513","MYO1A",0,316,0,0,5,2
"20514","MYO1B",0,0,0,0,0,0
"20515","MYO1C",0,2,0,0,4,0
"20516","MYO1D",0,333,0,0,7,2
"20517","MYO1E",0,0,0,0,0,0
"20518","MYO1F",0,0,0,0,0,0
"20519","MYO1G",0,41,0,0,3,22
"20520","MYO1H",0,0,0,0,0,0
"20521","MYO3A",0,0,0,0,0,0
"20522","MYO3B",0,0,0,0,0,0
"20523","MYO5A",1,71,0,0,0,0
"20524","MYO5B",0,6,0,0,0,0
"20525","MYO5C",0,0,0,0,0,0
"20526","MYO6",19,584,0,6,13,55
"20527","MYO7A",0,145,0,0,0,0
"20528","MYO7B",1,355,0,0,2,0
"20529","MYO9A",0,116,0,0,0,2
"20530","MYO9B",8,1073,22,8,0,21
"20531","MYOCD",7,2420,11,24,30,42
"20532","MYOD1",0,0,16,0,0,0
"20533","MYOF",0,243,9,0,6,12
"20534","MYOG",0,0,0,0,0,0
"20535","MYOM1",231,37532,387,237,460,1165
"20536","MYOM2",17,5314,79,0,24,92
"20537","MYOM3",0,0,0,0,0,0
"20538","MYORG",2,403,0,13,1,1
"20539","MYOT",0,0,2,0,0,0
"20540","MYOZ1",0,3,109,0,0,0
"20541","MYOZ2",33,2408,29,70,61,98
"20542","MYOZ3",7,781,0,0,6,14
"20543","MYPN",2,1428,12,6,10,21
"20544","MYRF",0,420,20,0,0,12
"20545","MYRFL",1,0,0,0,0,0
"20546","MYSM1",3,597,0,0,10,2
"20547","MYT1",0,0,0,0,0,0
"20548","MYT1L",0,0,0,0,0,1
"20549","MZB1",0,0,0,0,0,0
"20550","MZT1",3,498,0,0,7,19
"20551","N4BP1",1,390,0,28,0,4
"20552","N4BP2",2,688,13,22,5,14
"20553","N4BP2L1",0,75,0,0,0,2
"20554","N4BP3",3,135,0,12,3,32
"20555","N6AMT1",2,209,0,20,2,3
"20556","NAA15",45,2163,5,49,33,159
"20557","NAA16",5,1219,36,43,1,13
"20558","NAA20",23,917,30,55,19,70
"20559","NAA25",1,376,0,0,4,49
"20560","NAA30",5,43,0,0,0,6
"20561","NAA35",1,452,19,0,5,30
"20562","NAA38",0,0,0,0,0,0
"20563","NAA40",4,1895,57,0,27,41
"20564","NAA50",11,1868,34,1,20,50
"20565","NAA60",0,0,0,0,0,0
"20566","NAA80",4,220,1,0,0,0
"20567","NAAA",6,674,7,0,18,32
"20568","NAALADL1",0,0,0,0,0,0
"20569","NAALADL2",1,20,0,0,0,0
"20570","NAB1",0,0,28,0,0,0
"20571","NAB2",0,0,0,0,0,0
"20572","NABP1",0,0,0,0,0,0
"20573","NABP2",0,0,0,0,0,0
"20574","NACA",0,184,0,7,0,1
"20575","NACC1",26,3039,14,125,39,111
"20576","NACC2",8,767,3,13,11,21
"20577","NADK",0,41,0,0,0,23
"20578","NADK2",2,712,0,22,2,9
"20579","NADSYN1",2,160,4,1,13,10
"20580","NAE1",4,541,0,17,2,19
"20581","NAF1",2,201,3,0,0,10
"20582","NAGA",3,362,6,0,5,12
"20583","NAGK",0,245,9,0,0,2
"20584","NAGLU",0,286,0,3,2,18
"20585","NAGPA",0,0,0,0,0,0
"20586","NAGS",0,0,0,26,0,0
"20587","NAIF1",0,69,21,0,0,2
"20588","NALCN",1,341,2,11,6,3
"20589","NALF1",0,0,0,0,0,0
"20590","NALF2",0,0,0,0,0,3
"20591","NAMPT",2,1554,22,0,10,43
"20592","NANOS1",0,177,0,0,0,1
"20593","NANOS2",0,0,0,0,0,0
"20594","NANS",3,197,0,0,0,8
"20595","NAP1L1",152,10200,210,363,281,649
"20596","NAP1L4",27,3167,8,70,62,117
"20597","NAPA",0,0,0,0,0,0
"20598","NAPB",0,45,0,0,0,0
"20599","NAPEPLD",0,53,0,37,0,2
"20600","NAPG",5,330,4,0,3,13
"20601","NAPRT",1,439,0,27,0,12
"20602","NARF",10,523,4,0,6,24
"20603","NARS1",15,1521,26,25,23,77
"20604","NARS2",11,1501,3,2,15,49
"20605","NAT10",3,282,39,0,3,11
"20606","NAT14",0,0,0,0,0,0
"20607","NAT8",0,11,0,0,0,6
"20608","NAT8L",0,0,0,0,0,1
"20609","NAT9",0,294,0,0,4,16
"20610","NATD1",0,0,0,0,0,0
"20611","NAV1",0,0,0,0,0,0
"20612","NAV2",4,325,2,0,6,30
"20613","NAV3",0,10,0,0,0,5
"20614","NAXD",1,868,20,0,20,34
"20615","NAXE",0,401,0,1,4,21
"20616","NBAS",2,370,0,0,0,7
"20617","NBEA",2,84,12,0,9,3
"20618","NBEAL1",0,0,0,0,0,0
"20619","NBEAL2",0,281,0,0,8,22
"20620","NBN",20,1313,9,62,14,64
"20621","NBR1",1,713,12,0,3,16
"20622","NCALD",3,798,4,18,5,6
"20623","NCAM1",0,0,0,0,0,0
"20624","NCAM2",0,2,0,0,9,0
"20625","NCAN",0,0,0,0,0,0
"20626","NCAPD2",14,684,0,0,9,43
"20627","NCAPD3",0,0,0,0,0,0
"20628","NCAPG",2,335,0,0,0,44
"20629","NCAPG2",0,207,0,0,1,1
"20630","NCAPH",4,310,9,0,7,29
"20631","NCAPH2",2,273,0,0,4,21
"20632","NCBP1",20,1418,26,5,15,41
"20633","NCBP2",4,621,4,3,0,31
"20634","NCBP2AS2",0,235,0,0,0,8
"20635","NCBP3",8,299,1,20,15,12
"20636","NCCRP1",0,0,0,0,0,0
"20637","NCDN",0,0,0,0,0,0
"20638","NCEH1",0,316,0,0,4,3
"20639","NCF1",0,0,0,0,0,0
"20640","NCF2",0,0,0,0,0,0
"20641","NCF4",0,3,0,0,0,0
"20642","NCK2",19,835,11,38,9,34
"20643","NCKAP1",0,0,0,0,0,0
"20644","NCKAP1L",0,0,0,0,0,0
"20645","NCKAP5",0,0,0,0,0,0
"20646","NCKAP5L",0,0,0,0,0,0
"20647","NCKIPSD",1,994,3,0,10,9
"20648","NCL",244,15659,222,542,257,1328
"20649","NCLN",0,1224,2,56,10,17
"20650","NCOA1",12,1318,5,0,6,24
"20651","NCOA2",7,2256,4,0,15,13
"20652","NCOA3",0,0,0,0,0,0
"20653","NCOA4",9,2178,2,17,25,86
"20654","NCOA5",0,0,0,0,0,0
"20655","NCOA6",0,28,0,0,0,1
"20656","NCOA7",10,893,0,0,27,51
"20657","NCOR1",2,989,8,0,5,54
"20658","NCOR2",10,1928,23,57,34,111
"20659","NCR3LG1",4,738,11,0,4,19
"20660","NCS1",1,395,7,0,11,16
"20661","NCSTN",0,387,9,24,6,22
"20662","NDC1",3,319,0,0,0,6
"20663","NDC80",13,663,33,0,0,80
"20664","NDE1",0,0,0,0,0,0
"20665","NDEL1",2,776,20,0,13,27
"20666","NDFIP1",24,1626,25,8,32,65
"20667","NDFIP2",7,764,8,1,2,23
"20668","NDNF",0,0,0,0,0,0
"20669","NDOR1",0,232,2,0,0,20
"20670","NDRG1",8,400,0,65,0,23
"20671","NDRG2",0,147,0,0,2,39
"20672","NDRG3",0,0,0,0,0,0
"20673","NDRG4",17,3717,59,2,29,85
"20674","NDST1",6,1188,6,17,8,68
"20675","NDST2",3,82,5,0,7,19
"20676","NDST4",0,86,0,7,0,0
"20677","NDUFA1",8,847,22,47,6,52
"20678","NDUFA10",0,0,0,0,0,3
"20679","NDUFA11",8,581,21,0,8,29
"20680","NDUFA12",1,723,4,9,7,21
"20681","NDUFA13",11,641,16,22,19,47
"20682","NDUFA2",8,971,0,22,17,102
"20683","NDUFA3",0,0,0,0,0,0
"20684","NDUFA4",21,917,27,7,15,33
"20685","NDUFA4L2",0,0,0,0,0,0
"20686","NDUFA5",13,996,55,37,25,92
"20687","NDUFA6",3,261,0,0,3,14
"20688","NDUFA7",13,1189,8,25,27,31
"20689","NDUFA8",17,1624,43,45,22,81
"20690","NDUFA9",23,1819,18,0,15,72
"20691","NDUFAB1",0,0,0,0,0,0
"20692","NDUFAF1",0,260,5,17,4,13
"20693","NDUFAF2",4,131,6,10,7,5
"20694","NDUFAF3",4,564,0,0,8,38
"20695","NDUFAF4",4,102,0,0,0,11
"20696","NDUFAF5",5,180,0,1,0,15
"20697","NDUFAF6",0,180,3,35,7,18
"20698","NDUFAF7",3,381,0,11,1,11
"20699","NDUFAF8",2,1367,0,0,0,0
"20700","NDUFB1",0,0,0,0,0,0
"20701","NDUFB10",0,0,0,0,0,0
"20702","NDUFB11",0,262,0,0,0,3
"20703","NDUFB2",2,2950,0,0,6,31
"20704","NDUFB3",0,0,0,0,0,0
"20705","NDUFB4",5,840,14,0,13,45
"20706","NDUFB5",38,4984,86,85,46,244
"20707","NDUFB6",15,3654,59,19,24,90
"20708","NDUFB7",0,0,0,0,0,0
"20709","NDUFB8",0,667,35,0,12,19
"20710","NDUFB9",12,1710,74,71,24,202
"20711","NDUFC1",44,1372,51,130,45,202
"20712","NDUFC2",16,1048,25,95,37,88
"20713","NDUFS1",0,0,0,0,0,0
"20714","NDUFS2",56,11938,77,175,65,335
"20715","NDUFS3",19,3114,58,64,27,162
"20716","NDUFS4",16,1074,34,89,14,59
"20717","NDUFS5",0,25,0,0,0,1
"20718","NDUFS6",5,296,22,32,6,18
"20719","NDUFS7",34,3119,50,16,64,115
"20720","NDUFS8",24,2685,41,54,20,129
"20721","NDUFV1",58,6186,54,66,82,264
"20722","NDUFV2",40,5078,68,53,70,211
"20723","NDUFV3",16,416,0,31,5,38
"20724","NEB",0,11,0,0,0,8
"20725","NEBL",158,36445,260,195,424,895
"20726","NECAB1",9,165,11,19,2,6
"20727","NECAB2",0,0,0,0,0,0
"20728","NECAB3",0,0,0,0,0,0
"20729","NECAP1",18,607,4,0,7,11
"20730","NECAP2",0,80,0,0,0,0
"20731","NECTIN1",0,0,0,0,0,0
"20732","NECTIN2",3,154,23,10,5,9
"20733","NECTIN3",1,646,2,21,4,9
"20734","NECTIN4",0,29,0,0,0,0
"20735","NEDD1",0,167,0,0,3,3
"20736","NEDD4",0,0,0,0,0,0
"20737","NEDD4L",0,427,6,6,15,12
"20738","NEDD9",4,711,7,0,9,12
"20739","NEFH",0,0,0,0,0,0
"20740","NEFL",0,0,0,0,0,0
"20741","NEFM",0,0,1,2,0,1
"20742","NEGR1",0,0,0,0,0,0
"20743","NEIL1",0,0,0,0,0,0
"20744","NEIL2",0,0,0,0,0,0
"20745","NEIL3",0,112,0,23,0,5
"20746","NEK1",3,1053,20,10,12,31
"20747","NEK10",3,368,8,15,1,7
"20748","NEK11",1,10,0,0,1,0
"20749","NEK2",10,646,17,0,5,16
"20750","NEK3",1,605,0,6,0,17
"20751","NEK4",3,432,0,9,8,0
"20752","NEK5",0,0,0,0,0,0
"20753","NEK6",2,672,0,2,3,12
"20754","NEK7",0,213,19,0,1,11
"20755","NEK8",0,0,0,0,0,0
"20756","NEK9",3,2057,15,1,8,68
"20757","NELFA",0,87,0,0,4,6
"20758","NELFB",1,197,0,0,0,24
"20759","NELFCD",0,0,0,0,0,0
"20760","NELL1",0,0,0,0,0,0
"20761","NELL2",0,76,9,0,0,8
"20762","NEMF",41,2884,57,92,62,339
"20763","NEMP1",0,201,0,0,1,0
"20764","NEMP2",0,0,0,0,0,0
"20765","NENF",4,285,0,21,3,14
"20766","NEO1",0,0,0,0,0,0
"20767","NEPRO",0,64,0,2,0,0
"20768","NES",306,54773,593,442,585,2026
"20769","NET1",30,2145,36,36,17,90
"20770","NETO1",0,0,0,0,0,0
"20771","NETO2",0,0,0,0,5,0
"20772","NEU2",0,0,0,0,0,0
"20773","NEU4",0,0,0,0,0,0
"20774","NEURL1",0,0,0,5,0,0
"20775","NEURL1B",10,1572,19,25,3,45
"20776","NEURL2",0,0,0,0,0,0
"20777","NEURL3",1,74,0,0,0,0
"20778","NEUROD1",0,0,0,0,0,0
"20779","NEUROD2",0,0,0,0,0,0
"20780","NEUROD4",0,0,0,0,0,0
"20781","NEUROD6",0,0,0,0,0,0
"20782","NEUROG1",0,0,0,0,0,0
"20783","NEUROG2",0,0,0,0,0,0
"20784","NEUROG3",0,0,0,0,0,0
"20785","NEXMIF",0,33,0,1,0,8
"20786","NEXN",1422,69904,916,3264,1603,9438
"20787","NF1",0,0,0,0,0,0
"20788","NF2",13,2365,48,14,59,142
"20789","NFAM1",2,12,0,0,0,0
"20790","NFASC",0,289,0,0,6,22
"20791","NFAT5",0,376,16,0,4,10
"20792","NFATC1",5,346,20,2,13,30
"20793","NFATC2",0,0,0,0,0,0
"20794","NFATC3",1,503,0,0,0,15
"20795","NFATC4",0,0,0,0,0,0
"20796","NFE2",0,0,0,0,0,0
"20797","NFE2L1",4,2597,23,54,31,164
"20798","NFE2L2",0,38,0,0,0,0
"20799","NFE2L3",0,34,0,0,0,2
"20800","NFIA",42,4212,28,22,53,169
"20801","NFIB",119,10266,59,164,125,629
"20802","NFIC",33,4542,44,41,48,112
"20803","NFIL3",9,837,0,0,9,14
"20804","NFILZ",0,0,0,0,0,0
"20805","NFIX",0,0,0,0,0,0
"20806","NFKB1",1,242,18,0,3,12
"20807","NFKB2",15,1665,12,51,25,105
"20808","NFKBIA",3,876,0,1,11,19
"20809","NFKBIB",0,0,0,0,0,0
"20810","NFKBID",0,0,0,0,0,0
"20811","NFKBIE",0,63,0,0,0,7
"20812","NFKBIL1",0,0,0,0,0,3
"20813","NFKBIZ",0,0,0,0,0,0
"20814","NFRKB",0,0,0,0,0,0
"20815","NFS1",0,0,0,0,0,0
"20816","NFU1",4,1036,0,10,13,43
"20817","NFX1",1,145,0,0,0,6
"20818","NFXL1",2,395,1,6,1,12
"20819","NFYA",0,0,0,0,0,0
